Этажи Москва,real_estate_agent,,Красноармейск,sale,flat,1,5,1,32.0,-1,0,4000000,, Космонавтов,21,Панки,
Анна Луговая,realtor,,Красноармейск,sale,flat,4,22,1,38.0,-1,0,8550000,,Красноармейская ,19,Люберцы,
Dream Realty,real_estate_agent,,Красноармейск,sale,flat,16,18,1,40.9,-1,0,6100000,, Ольховая,3,Домодедовская,Березовая роща
ID 85028483,real_estate_agent,,Красноармейск,sale,flat,13,17,1,31.0,-1,0,5500000,,бульвар Спасский,4,Железнодорожная,Столичный
Астория,real_estate_agent,,Красноармейск,sale,flat,2,5,1,13.8,-1,0,2700000,, Заводская,14,Подольск,
Самолет Плюс Москва ЦАО,real_estate_agent,,Красноармейск,sale,flat,7,17,1,34.0,-1,0,6300000,, Вертолетная,16к1,Некрасовка,
CENTURY 21 Перспектива,real_estate_agent,,Красноармейск,sale,flat,2,5,2,41.7,-1,0,6300000,, Бондарева,27,Котельники,
Самолет плюс - Химки,real_estate_agent,,Красноармейск,sale,flat,5,9,1,33.4,-1,0,6900000,,Новая ,14к1,Реутов,
Самолет Плюс - Домодедово,real_estate_agent,,Красноармейск,sale,flat,1,2,2,39.5,-1,0,4100000,, Текстильщиков,19А,Подольск,
DREAM HOUSE,real_estate_agent,,Красноармейск,sale,flat,5,16,1,41.0,-1,0,6300000,, Брагина,1,Кучино,Леоновский парк
Парадайс,real_estate_agent,,Красноармейск,sale,flat,3,3,1,26.0,-1,0,3800000,,,,,
Владис,real_estate_agent,,Красноармейск,sale,flat,2,3,2,46.3,-1,0,5750000,,,,,Малое Павлино
ВЫБОР,developer,,Волоколамск,sale,flat,2,5,2,54.3,-1,0,7612860,,,,,Новый Благодар
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,1,1,1,29.2,-1,0,1999000,Привокзальный мкр, Комарова,,,
ID 122857619,homeowner,,Волоколамск,sale,flat,3,3,1,28.0,-1,0,2000000,Волоколамск, Юности,6,,
ВЫБОР,developer,,Волоколамск,sale,flat,2,5,1,35.7,-1,0,5365710,,,,,Новый Благодар
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,1,4,2,47.2,-1,0,3999000,Привокзальный мкр, Энтузиастов,37,,
Анжелика Маклакова,realtor,,Волоколамск,sale,flat,1,2,1,27.0,-1,0,1500000,Волоколамск,Ямская ,23,,
ВЫБОР,developer,,Волоколамск,sale,flat,2,5,1,41.0,-1,0,5957300,,,,,Новый Благодар
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,3,4,1,42.5,-1,0,7000000,Волоколамск, Кузина,3,,
Аргентум,real_estate_agent,,Волоколамск,sale,flat,1,1,1,29.2,-1,0,2150000,Волоколамск, Ленина,46А,,
ВЫБОР,developer,,Волоколамск,sale,flat,1,5,2,58.4,-1,0,8012480,,,,,Новый Благодар
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,4,5,1,32.7,-1,0,3900000,Волоколамск,Ново-Солдатская ,5,,
ID 60295195,homeowner,,Волоколамск,sale,flat,3,4,1,33.7,-1,0,3250000,Волоколамск,Широкая ,16,,
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,2,5,2,45.2,-1,0,4400000,Волоколамск, Свободы,13,,
ID 119337340,homeowner,,Волоколамск,sale,flat,1,3,1,33.9,-1,0,3500000,Волоколамск,Ямская ,9,,
Алексей Смирнов,realtor,,Волоколамск,sale,flat,4,5,2,46.2,-1,0,4100000,Волоколамск, Свободы,15,,
ID 11103772,homeowner,,Волоколамск,sale,flat,2,3,1,37.2,-1,0,4400000,Волоколамск,проезд 2-й Шаховской,24,,Благодар
Ирина Мержвинская,realtor,,Волоколамск,sale,flat,7,9,2,47.5,-1,0,7000000,Волоколамск,Ново-Солдатская ,18/33,,
Консул,real_estate_agent,,Волоколамск,sale,flat,2,5,1,29.0,-1,0,3700000,Волоколамск,Ново-Солдатский переулок,2,,
Юлия Кутепова,realtor,,Волоколамск,sale,flat,3,9,1,39.5,-1,0,4500000,Волоколамск,Пороховская ,22,,
Алексей Смирнов,realtor,,Волоколамск,sale,flat,7,9,1,43.3,-1,0,4600000,Волоколамск,Пороховская ,20,,Лама-Парк
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,1,5,2,53.3,-1,0,4800000,Волоколамск, Свободы,21,,
ID 8627,realtor,,Волоколамск,sale,flat,1,5,2,43.5,-1,0,4000000,Волоколамск,Рижское шоссе,15,,
Алексей Смирнов,realtor,,Волоколамск,sale,flat,1,2,2,44.1,-1,0,3500000,Волоколамск, Юности,5,,
ID 114289051,homeowner,,Волоколамск,sale,flat,5,6,1,44.0,-1,0,6800000,Волоколамск,Ново-Солдатский переулок,7А,,
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,2,2,2,96.5,-1,0,10000000,Волоколамск,переулок Панфилова,4,,
ID 118129671,homeowner,,Волоколамск,sale,flat,3,5,2,48.0,-1,0,5500000,Волоколамск, Кузина,5,,
Алексей Смирнов,realtor,,Волоколамск,sale,flat,2,4,2,43.8,-1,0,4300000,Волоколамск,Школьная ,6,,
ID 120137867,homeowner,,Волоколамск,sale,flat,5,5,2,46.4,-1,0,5900000,Волоколамск,Рижское шоссе,5/17,,
Алексей Смирнов,realtor,,Волоколамск,sale,flat,1,5,2,40.7,-1,0,4200000,Волоколамск,Ново-Солдатский переулок,2,,
Олеся Макарова,realtor,,Волоколамск,sale,flat,3,5,2,45.0,-1,0,5500000,Волоколамск,Ново-Солдатская ,13,,
Екатерина Ушакова,realtor,,Волоколамск,sale,flat,8,9,2,50.9,-1,0,6000000,Волоколамск,Пороховская ,22,,
ID 13087967,unknown,,Волоколамск,sale,flat,1,2,1,31.5,-1,0,2800000,Волоколамск,Садовая ,11,,
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,3,5,1,31.3,-1,0,3500000,Волоколамск, Свободы,15,,
ID 114264683,homeowner,,Волоколамск,sale,flat,1,2,1,32.0,-1,0,3500000,Волоколамск,Садовая ,11,,
Алексей Смирнов,realtor,,Волоколамск,sale,flat,2,2,2,61.1,-1,0,4100000,Волоколамск, Свободы,5,,
ID 118106856,homeowner,,Волоколамск,sale,flat,1,2,2,38.8,-1,0,3800000,Волоколамск,Садовая ,7,,
Елена Белевич,realtor,,Волоколамск,sale,flat,1,10,2,65.0,-1,0,6500000,Волоколамск,Пороховская ,20,,Лама-Парк
ID 113405785,homeowner,,Волоколамск,sale,flat,1,2,1,35.1,-1,0,1750000,Привокзальный мкр, 50 лет Октября,39,,
Виталий Костомаров,realtor,,Волоколамск,sale,flat,2,5,2,54.9,-1,0,6200000,Волоколамск,Ново-Солдатский переулок,2,,
ID 12418079,homeowner,,Волоколамск,sale,flat,4,5,2,41.5,-1,0,4890000,Волоколамск,Садовая ,13,,
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,5,5,1,30.9,-1,0,3800000,Волоколамск,Садовая ,13,,
ID 74797413,homeowner,,Волоколамск,sale,flat,3,4,2,50.0,-1,0,5390000,Волоколамск,Тихая ,9,,
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,1,3,1,46.4,-1,0,4200000,Волоколамск, Текстильщиков,8,,
ID 122260173,homeowner,,Волоколамск,sale,flat,3,5,1,32.5,-1,0,3800000,Волоколамск,Ново-Солдатская ,9,,
Апельсин,real_estate_agent,,Волоколамск,sale,flat,1,4,2,41.6,-1,0,4490000,Волоколамск,Школьная ,6,,
ID 117039791,homeowner,,Волоколамск,sale,flat,7,10,2,79.8,-1,0,12500000,Волоколамск,Ново-Солдатская ,6,,
ID 1352908,realtor,,Волоколамск,sale,flat,2,5,2,47.0,-1,0,4300000,Волоколамск, Свободы,15,,
ID 98647026,homeowner,,Волоколамск,sale,flat,1,2,2,40.0,-1,0,4200000,Волоколамск,Ново-Солдатская ,31,,
ID 286699,homeowner,,Волоколамск,sale,flat,1,2,2,39.9,-1,0,3300000,Волоколамск, Холмогорка,17,,
ID 101612380,homeowner,,Волоколамск,sale,flat,1,5,2,41.3,-1,0,4800000,Волоколамск,Школьный проезд,7,,
ID 115573200,homeowner,,Волоколамск,sale,flat,6,6,2,76.0,-1,0,11200000,Волоколамск,Ново-Солдатский переулок,5А,,
ID 120479525,homeowner,,Волоколамск,sale,flat,1,3,2,43.6,-1,0,4400000,Волоколамск,Лесная ,28,,
ID 121298218,homeowner,,Волоколамск,sale,flat,3,5,2,43.8,-1,0,5700000,Волоколамск,Ново-Солдатская ,7,,
ID 83180328,homeowner,,Волоколамск,sale,flat,5,5,2,54.5,-1,0,7000000,Волоколамск,Ново-Солдатская ,8,,
ID 114089714,homeowner,,Волоколамск,sale,flat,2,3,1,34.2,-1,0,3500000,Волоколамск,Лесная ,30,,
ID 99015889,homeowner,,Волоколамск,sale,flat,2,5,1,30.0,-1,0,3800000,Волоколамск,Рижское шоссе,17,,
ID 112628585,homeowner,,Волоколамск,sale,flat,1,3,1,33.4,-1,0,3600000,Волоколамск,Шоссейная ,9,,
ID 119484878,homeowner,,Волоколамск,sale,flat,2,3,1,34.4,-1,0,3700000,Волоколамск,Заводская ,7,,
ID 100766708,homeowner,,Волоколамск,sale,flat,5,5,2,39.0,-1,0,5500000,Волоколамск,Ново-Солдатский переулок,2,,
ID 66026182,homeowner,,Волоколамск,sale,flat,2,2,2,47.0,-1,0,4500000,Волоколамск, Щекино,61,,
ID 120855249,homeowner,,Волоколамск,sale,flat,3,5,2,54.2,-1,0,5500000,Волоколамск, Свободы,22,,
ID 105498774,homeowner,,Волоколамск,sale,flat,1,2,1,27.8,-1,0,3900000,Волоколамск, Космонавтов,3,,
Три Ступени,real_estate_agent,,Волоколамск,sale,flat,4,4,-1,59.9,-1,0,2800000,,проспект Генерала Белобородова,9,Нахабино,
ID 17851194,homeowner,,Волоколамск,sale,flat,4,5,4,62.0,-1,0,6100000,Волоколамск,Рижское шоссе,21,,
СмениКварти.Ру,real_estate_agent,,Волоколамск,sale,flat,2,2,3,58.9,-1,0,3300000,д. Курьяново, Микрорайон,3,,
Планета Недвижимость,real_estate_agent,,Волоколамск,sale,flat,2,2,1,30.4,-1,0,3190000,пос. Румянцево, Школьная,55,,
Эволюция недвижимости,real_estate_agent,,Волоколамск,sale,flat,1,3,3,50.2,-1,0,5000000,,,,,
Homeapp,real_estate_agent,,Волоколамск,sale,flat,4,5,1,30.0,-1,0,3400000,с. Новопетровское, Полевая,2,,
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,5,5,1,37.0,-1,0,2100000,д. Калистово, Центральная,33,,
МЭТС,real_estate_agent,,Волоколамск,sale,flat,1,9,3,64.2,-1,0,2360000,,,,,
ID 119545418,homeowner,,Волоколамск,sale,flat,3,4,2,43.3,-1,0,3500000,пос. Нудоль, Советская,40,,
Волоколамская Недвижимость,real_estate_agent,,Волоколамск,sale,flat,2,2,3,58.1,-1,0,3100000,с. Белая Колпь, Микрорайон,3,,
Таврида Девелопмент,developer,,Озёры,sale,flat,2,20,2,46.3,-1,0,18983000,,,,,Новая Ливадия
ID 12530791,unknown,,Озёры,sale,flat,38,78,1,58.0,-1,0,58500000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Дипломат,developer,,Озёры,sale,flat,2,8,2,66.0,-1,0,22622160,,,,,Резиденция Дипломат
Kalinka Group,real_estate_agent,,Озёры,sale,flat,9,12,2,88.0,-1,0,59350000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
Таврида Девелопмент,developer,,Озёры,sale,flat,2,20,1,25.04,-1,0,10141200,,,,,Новая Ливадия
hoomie,real_estate_agent,,Озёры,sale,flat,4,20,2,64.29,-1,0,24166611,Даниловский,Автозаводская ,26,Тульская,FORST
Дипломат,developer,,Озёры,sale,flat,2,5,1,65.7,-1,0,24860880,,,,,Резиденция Дипломат
Kalinka Group,real_estate_agent,,Озёры,sale,flat,9,12,2,99.0,-1,0,96750000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
Неометрия,developer,,Озёры,sale,flat,2,10,2,33.0,-1,0,31491900,Адлерский,Адлер жилрайон,,,Гостиничный комплекс 
Kalinka Group,real_estate_agent,,Озёры,sale,flat,6,7,2,96.0,-1,0,260000000,Хамовники, Льва Толстого,23к7с3,Парк Культуры,
Сармат,developer,,Озёры,sale,flat,2,16,2,64.3,-1,0,6751500,Прикубанский, Западный обход,65/1,,Cармат
ID 10601,realtor,,Озёры,sale,flat,5,5,2,42.3,-1,0,28300000,Тверской,Тверская ,27С1,Маяковская,
Интеллект,developer,,Озёры,sale,flat,5,13,2,36.33,-1,0,12249111,,,,,Парковая Резиденция
Kalinka Group,real_estate_agent,,Озёры,sale,flat,8,29,2,69.1,-1,0,31095000,Якиманка,Мытная ,40к3,Шаболовская,Sky House
Неометрия,developer,,Озёры,sale,flat,8,10,1,22.2,-1,0,26140500,Адлерский,Адлер жилрайон,,,Гостиничный комплекс 
ID 85604823,unknown,,Озёры,sale,flat,16,41,2,51.0,-1,0,34000000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Сармат,developer,,Озёры,sale,flat,2,16,1,37.9,-1,0,5306000,Прикубанский, Западный обход,65/1,,Cармат
ID 85604823,unknown,,Озёры,sale,flat,6,42,1,42.0,-1,0,29000000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Интеллект,developer,,Озёры,sale,flat,2,13,1,38.3,-1,0,12928244,,,,,Парковая Резиденция
Интеллект,developer,,Озёры,sale,flat,2,20,2,49.18,-1,0,12718487,,,,,Крымская Резиденция
Светлана Анисимова,realtor,,Озёры,sale,flat,21,31,2,55.7,-1,0,21990000,Богородское,Тюменский проезд,3к1,Бульвар Рокоссовского,Преображение
Эталон,developer,,Озёры,sale,flat,3,5,2,40.69,-1,0,5821699,,,,,Балтым-Парк
SHOW ME,real_estate_agent,,Озёры,sale,flat,5,6,2,43.0,-1,0,26900000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Перспектива,developer,,Озёры,sale,flat,3,8,2,76.9,-1,0,23000000,Восход пгт, Наташинская,2Ж,,Монако
NF Group - ex-Knight Frank,real_estate_agent,,Озёры,sale,flat,2,21,2,57.23,-1,0,59000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
СК10,developer,,Озёры,sale,flat,19,25,2,38.54,-1,0,5140000,Советский,,,,Малина парк
NF Group - ex-Knight Frank,real_estate_agent,,Озёры,sale,flat,9,18,2,66.4,-1,0,69700000,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Цитадель,real_estate_agent,,Кубинка,sale,flat,2,5,2,41.8,-1,0,4250000,,,,,
Лариса Алексеева,realtor,,Кубинка,sale,flat,5,5,2,48.0,-1,0,6900000,Кубинка,шоссе Наро-Фоминское,6,,
ID 105454450,homeowner,,Кубинка,sale,flat,5,5,2,47.1,-1,0,5500000,,,,,
Бест офис на Таганской,real_estate_agent,,Кубинка,sale,flat,4,5,2,50.0,-1,0,5199000,,,к19,Славянский бульвар,
Сергей Аверьянов,realtor,,Кубинка,sale,flat,3,5,2,46.5,-1,0,7000000,Кубинка,шоссе Наро-Фоминское,7,,
ID 92693527,homeowner,,Кубинка,sale,flat,1,5,1,26.8,-1,0,3300000,,,,,
Наталья Афтентьева,realtor,,Кубинка,sale,flat,4,5,1,31.0,-1,0,4000000,,,,,
Манхэттен эстейт,real_estate_agent,,Кубинка,sale,flat,5,5,2,52.0,-1,0,6800000,,,,,
ID 27413397,homeowner,,Кубинка,sale,flat,2,2,1,33.0,-1,0,4000000,Кубинка,Колхозный проезд,15,,
Манхэттен эстейт,real_estate_agent,,Кубинка,sale,flat,4,5,2,44.0,-1,0,7050000,Кубинка,шоссе Наро-Фоминское,3,,
Манхэттен эстейт,real_estate_agent,,Кубинка,sale,flat,5,5,2,42.2,-1,0,4999000,Кубинка, Генерала Вотинцева,9,,
ID 104893219,homeowner,,Кубинка,sale,flat,3,5,1,32.0,-1,0,3700000,,,,,
ИНТЕР-НЕДВИЖИМОСТЬ,real_estate_agent,,Кубинка,sale,flat,3,5,2,47.4,-1,0,5400000,,,,,
Манхэттен эстейт,real_estate_agent,,Кубинка,sale,flat,5,5,2,47.5,-1,0,4400000,,,,,
ID 79635531,homeowner,,Кубинка,sale,flat,3,10,2,60.8,-1,0,9000000,Кубинка,шоссе Наро-Фоминское,8,,Полет
Манхэттен эстейт,real_estate_agent,,Кубинка,sale,flat,5,5,2,42.7,-1,0,4250000,,,,,
Яна Тамбовская,realtor,,Кубинка,sale,flat,2,5,2,45.4,-1,0,6200000,Кубинка,шоссе Наро-Фоминское,4,,
ID 94401526,homeowner,,Кубинка,sale,flat,3,5,2,42.7,-1,0,3850000,,,,,
ОГРК,real_estate_agent,,Кубинка,sale,flat,2,5,2,47.0,-1,0,5400000,,,,,
ID 102384369,homeowner,,Кубинка,sale,flat,5,5,1,34.0,-1,0,5500000,,,,,
ID 93177071,homeowner,,Кубинка,sale,flat,5,5,2,48.2,-1,0,6300000,,,,,
ID 15516004,homeowner,,Кубинка,sale,flat,2,6,2,41.5,-1,0,5200000,,,,,
ID 92762114,homeowner,,Кубинка,sale,flat,3,5,2,42.4,-1,0,5900000,,,,,
ID 90807339,homeowner,,Кубинка,sale,flat,4,5,2,47.2,-1,0,7500000,,,,,
ID 120266852,homeowner,,Кубинка,sale,flat,3,9,1,41.1,-1,0,7300000,Кубинка,шоссе Наро-Фоминское,8,,Полет
ID 80168693,homeowner,,Кубинка,sale,flat,5,5,1,34.0,-1,0,5500000,,,,,
ID 12720076,homeowner,,Кубинка,sale,flat,5,5,2,49.0,-1,0,6700000,,шоссе Наро-Фоминское,5,Славянский бульвар,
ID 111334867,homeowner,,Кубинка,sale,flat,2,2,2,42.3,-1,0,4800000,Кубинка, Генерала Вотинцева,4,,
ID 121538617,homeowner,,Кубинка,sale,flat,1,5,1,31.7,-1,0,3800000,,,,,
ID 115723602,homeowner,,Кубинка,sale,flat,2,5,2,47.0,-1,0,5300000,,,,,
Чеховский Недвижимость,real_estate_agent,,Кубинка,sale,flat,4,4,1,29.8,-1,0,3150000,,,,,
ID 21777659,unknown,,Кубинка,sale,flat,1,1,2,41.7,-1,0,3300000,пос. Старый Городок, Октября,8,,
Этажи Москва,real_estate_agent,,Кубинка,sale,flat,1,5,1,39.5,-1,0,3650000,пос. Пансионата Полушкино, Госпиталь,6,,
Никита Шмелев,realtor,,Кубинка,sale,flat,2,2,3,76.0,-1,0,4000000,пос. Старый Городок,Почтовая ,4,,
Сергей Кайер,realtor,,Кубинка,sale,flat,4,4,1,30.0,-1,0,3850000,,,,,Дружный
ID 115455154,homeowner,,Кубинка,sale,flat,4,5,1,39.3,-1,0,3200000,Тучково рп, Победы,2,,
Дмитрий Соловьев,realtor,,Кубинка,sale,flat,1,3,2,59.8,-1,0,3000000,,,,,
ID 23857657,homeowner,,Кубинка,sale,flat,2,3,-1,54.7,-1,0,3000000,,,,,
Алёна Елисеева,realtor,,Кубинка,sale,flat,1,3,2,48.0,-1,0,5100000,Тучково рп, Советская,29,,
Гегецик Матинян,realtor,,Кубинка,sale,flat,2,2,2,36.3,-1,0,2900000,пос. Колюбакино, Пансионат Сосновая Роща,6,,
ORENSUN,real_estate_agent,,Кубинка,sale,flat,4,9,2,50.8,-1,0,5699999,Тучково рп, Москворецкая,2к1,,Москворецкий
Ольга Морозова,realtor,,Кубинка,sale,flat,3,4,2,42.6,-1,0,4600000,,проспект Керамиков,96,Крёкшино,
ID 108386821,homeowner,,Кубинка,sale,flat,1,5,1,29.6,-1,0,4000000,пос. Старый Городок,Школьная ,13,,
ID 113637764,homeowner,,Кубинка,sale,flat,2,2,2,37.3,-1,0,3100000,,,,,
Бест офис на Таганской,real_estate_agent,,Кубинка,sale,flat,5,5,1,27.0,-1,0,3790000,Большие Вяземы рп, Городок-17,13,,
Никита Шмелев,realtor,,Кубинка,sale,flat,4,5,2,47.5,-1,0,3700000,,,,,
ID 168576,realtor,,Кубинка,sale,flat,2,5,1,31.0,-1,0,4700000,,Западный проспект,1,Крёкшино,
Сергей Валерьевич Ковалев,realtor,,Кубинка,sale,flat,6,9,1,30.2,-1,0,4500000,Большие Вяземы рп,Можайское шоссе,4,,
Сергей Кайер,realtor,,Кубинка,sale,flat,1,5,2,40.0,-1,0,4350000,,Виндавский проспект,44,Крёкшино,
Александр Томкин,realtor,,Кубинка,sale,flat,2,2,2,38.5,-1,0,3600000,,,7,Крёкшино,
ID 81768490,homeowner,,Пущино,sale,flat,7,10,2,48.8,-1,0,4990000,,,,,Пущино Град
ID 37917155,realtor,,Пущино,sale,flat,5,6,2,48.0,-1,0,3980000,Серпухов, Крюкова,4,,
Ольга Скалаух,realtor,,Пущино,sale,flat,4,4,3,69.0,-1,0,3500000,Красный Текстильщик мкр, Красный Текстильщик,8,,
TERNER,real_estate_agent,,Пущино,sale,flat,3,7,1,49.5,-1,0,4700000,,,,,
ID 19536560,realtor,,Пущино,sale,flat,7,9,2,42.9,-1,0,4500000,Серпухов, Дзержинского,40,,
Простор-недвижимость,real_estate_agent,,Пущино,sale,flat,7,16,1,42.0,-1,0,5000000,Губернский мкр, Земская,2,,
ID 80812328,homeowner,,Пущино,sale,flat,9,9,1,23.0,-1,0,2600000,,,,,
Регион,real_estate_agent,,Пущино,sale,flat,6,14,1,37.0,-1,0,4100000,Протвино, Ленина,25,,
ID 3599236,homeowner,,Пущино,sale,flat,5,12,1,35.1,-1,0,3200000,,,,,
Ольга Туренко,realtor,,Пущино,sale,flat,6,6,2,56.8,-1,0,4950000,Серпухов, Карла Маркса,2,,
ID 57744191,homeowner,,Пущино,sale,flat,2,11,3,81.9,-1,0,7900000,,,,,
Гаяна Мелконян,realtor,,Пущино,sale,flat,3,9,2,51.1,-1,0,5300000,Протвино, Гагарина,8,,
Ирина Тулаева,realtor,,Пущино,sale,flat,9,9,2,52.0,-1,0,3990000,,,,,
ПЯТЬ ЗВЕЗД,real_estate_agent,,Пущино,sale,flat,1,10,1,33.4,-1,0,5200000,Чехов, Дружбы,6/1,,
Светлана Погодина,realtor,,Пущино,sale,flat,1,3,3,67.0,-1,0,4200000,Пролетарский рп, 40 лет Октября,9,,
ЕГСН Продажа,real_estate_agent,,Пущино,sale,flat,7,12,1,52.2,-1,0,5200000,,,,,
Первое агентство недвижимости,real_estate_agent,,Пущино,sale,flat,3,9,2,48.0,-1,0,3300000,пос. Оболенск,проспект Биологов,1,,
ID 101793,unknown,,Пущино,sale,flat,5,5,3,240.0,-1,0,22000000,,,,,
ID 22186758,realtor,,Пущино,sale,flat,6,9,2,52.5,-1,0,4700000,Протвино, Гагарина,8,,
ID 96704582,homeowner,,Пущино,sale,flat,5,5,3,61.7,-1,0,6700000,Протвино, Гагарина,,,
Первое агентство недвижимости,real_estate_agent,,Пущино,sale,flat,14,14,1,33.0,-1,0,2950000,,,,,
Домников Недвижимость,real_estate_agent,,Пущино,sale,flat,1,5,2,51.5,-1,0,4860000,с. Лужники, Центральная,21,,
ID 6488794,unknown,,Пущино,sale,flat,1,2,1,42.0,-1,0,3100000,Серпухов, Ворошилова,34/30,,
ID 10467286,homeowner,,Пущино,sale,flat,1,5,2,44.4,-1,0,2899999,,,,,
ID 100985843,homeowner,,Пущино,sale,flat,6,9,3,66.0,-1,0,8000000,,,,,
БизнесКонсалт,real_estate_agent,,Талдом,sale,flat,3,3,1,38.0,-1,0,3420000,Талдом, Новая,,,
Самолет Плюс-Дмитров,real_estate_agent,,Талдом,sale,flat,4,5,1,39.0,-1,0,3670000,Талдом, Мичурина,5,,
ID 53382423,realtor,,Талдом,sale,flat,4,5,1,30.0,-1,0,2400000,,,,,
Самолет Плюс-Дмитров,real_estate_agent,,Талдом,sale,flat,2,5,1,29.0,-1,0,3250000,,,,,
Самолет Плюс-Дмитров,real_estate_agent,,Талдом,sale,flat,1,2,2,49.0,-1,0,3250000,Талдом, Шишунова,7А,,
ID 81478565,homeowner,,Талдом,sale,flat,1,2,1,23.0,-1,0,830000,Талдом, Кустарная,,,
Эксперт-Риелт 24,real_estate_agent,,Талдом,sale,flat,2,3,1,34.0,-1,0,3450000,Талдом, Новая,12,,
БизнесКонсалт,real_estate_agent,,Талдом,sale,flat,5,6,2,73.0,-1,0,5700000,,,,,
ID 100026602,homeowner,,Талдом,sale,flat,1,3,2,60.0,-1,0,5700000,Талдом, Новая,12,,
МК-Гарант,real_estate_agent,,Талдом,sale,flat,2,5,1,38.5,-1,0,3500000,,,,,
ИП Смотров Е. М.,real_estate_agent,,Талдом,sale,flat,5,5,2,44.2,-1,0,3580000,,,,,
ID 82038823,homeowner,,Талдом,sale,flat,5,5,1,29.0,-1,0,2850000,Талдом, Шишунова,7,,
ПрогреCC,real_estate_agent,,Талдом,sale,flat,4,4,2,93.0,-1,0,6999999,Талдом, Победы,15,,
ПрогреCC,real_estate_agent,,Талдом,sale,flat,1,3,1,39.0,-1,0,3950000,Талдом, Новая,8,,
ID 116666097,homeowner,,Талдом,sale,flat,1,5,1,29.2,-1,0,2850000,,,,,
ПрогреCC,real_estate_agent,,Талдом,sale,flat,3,3,2,57.0,-1,0,5550000,Талдом, Новая,8,,
Елена Пашина,realtor,,Талдом,sale,flat,4,5,2,44.5,-1,0,4500000,,,,,
ID 115902442,homeowner,,Талдом,sale,flat,5,5,2,44.5,-1,0,3870000,,,,,
ПрогреCC,real_estate_agent,,Талдом,sale,flat,2,3,2,53.6,-1,0,5990000,Талдом, Новая,6,,
ID 112372440,homeowner,,Талдом,sale,flat,2,2,2,39.1,-1,0,3000000,Талдом, Победы,36,,
ID 90023649,homeowner,,Талдом,sale,flat,3,5,2,38.2,-1,0,3900000,Талдом, Мичурина,3,,
ID 111111297,homeowner,,Талдом,sale,flat,5,5,2,45.6,-1,0,4400000,,,,,
ID 71662625,homeowner,,Талдом,sale,flat,3,5,1,34.0,-1,0,3500000,,,,,
ID 83432231,homeowner,,Талдом,sale,flat,1,5,2,42.0,-1,0,4300000,Талдом, Мичурина,1,,
ID 120949225,homeowner,,Талдом,sale,flat,4,5,1,30.0,-1,0,3500000,,,,,
ID 62974493,homeowner,,Талдом,sale,flat,5,5,2,53.9,-1,0,4300000,,,,,
Альтернатива,real_estate_agent,,Талдом,sale,flat,1,4,1,33.6,-1,0,2100000,,,,,
Марина Кочеткова,realtor,,Талдом,sale,flat,1,2,2,42.2,-1,0,2300000,Дмитров,Лесная ,15,,
Самолет Плюс Дмитров,real_estate_agent,,Талдом,sale,flat,3,5,-1,48.1,-1,0,1400000,Дмитров,Комсомольская ,25,,
ID 803947,realtor,,Руза,sale,flat,3,4,2,44.8,-1,0,3800000,,,,,
Светлана Тихомирова,realtor,,Руза,sale,flat,3,5,2,47.7,-1,0,4200000,Руза,Демократический переулок,25,,
ID 61248,realtor,,Руза,sale,flat,2,4,2,46.8,-1,0,3600000,,,,,
Елена Семочкина,realtor,,Руза,sale,flat,1,1,2,44.4,-1,0,3300000,Руза,Красная ,62,,
Светлана Аюгова,realtor,,Руза,sale,flat,9,9,1,32.1,-1,0,3800000,Руза, Солнцева,22,,
ID 119996576,homeowner,,Руза,sale,flat,2,2,2,45.5,-1,0,3500000,Руза,Советская ,3,,
Кирилл Вереин,realtor,,Руза,sale,flat,5,9,1,32.7,-1,0,4100000,Руза,Федеративная ,12,,
Елена Максимченко,realtor,,Руза,sale,flat,1,1,2,41.0,-1,0,3500000,Руза,Социалистическая ,22,,
ID 180889,realtor,,Руза,sale,flat,4,7,2,70.0,-1,0,4300000,,,,,
Елена Бурлакова,realtor,,Руза,sale,flat,1,4,2,42.1,-1,0,3900000,,,,,
